address,zipcode,bathrooms,bedrooms,dateposted,description,type,latitude,Area,longitude,price,built
2237 E 13th St SW,T2T3P8,5.0,5.0,2022-12-09,"A gorgeous, reimagined Georgian MOUNT ROYAL home with WEST BACKYARD & 4 CAR GARAGE all sitting on a third of an acre!! This home features light bright rooms with tons of appeal. As you enter the home, you are greeted on the right with an amazing office with VIEWS OF DOWNTOWN. On the left you will find the welcoming living room with fireplace. Adjacent is the inviting dining room with french doors which lead out to a Mediterranean terrace. The kitchen features SUBZERO built-in fridge/freezer, SUBZERO freezer drawers, MIELE Dishwasher, THERMADOR gas range, WOLF Wall oven,  large eat at island with prep sink & sunny eating nook.   Off the kitchen & up a few steps is a generous family & games room.  The perfect spot to watch movies & eat popcorn or invite friends over for a game of billiards. Ascend the back staircase to the master retreat complete with balcony, 6 pc ensuite & walk-in closet.  The second floor also features another bedroom, 4 pc bath & laundry room.  Climb the staircase to the wonderful third floor bedroom.  It features breathtaking DOWNTOWN VIEW, lots of space & a 4 pc ensuite.  In the developed basement you will find 2 more bedrooms (one could be a media room), a 3 pc bath, large wine cellar & loads of storage.  The attached 4 CAR GARAGE is a car lovers dream!  The yard, front, back & side have all been professionally landscaped with brick walls.  Enter the back WEST FACING yard & experience the space by walking the meandering path through the thoughtfully selected foliage & water feature down to the enchanting gazebo.",SINGLE_FAMILY,51.0328,,-114.09324,2599999,1996.0
129 Sovereign Cmn #W,T3C1K2,2.0,3.0,2022-11-30,The flow of a bungalow in a two or three-bedroom townhome brings new thinking to single-level living. Light-filled rooms spill onto patios and balconies with park or city views putting the outdoors at the heart of the home. And there's the added luxury of a double attached garage with additional storage on the lower level.,TOWNHOUSE,51.0432,1341.0,-114.1204,639075,2022.0
46 SW Kincora Park NW,T3R1L2,3.0,3.0,2022-12-13,"Excellent Location!  backing to ravine with developed walk out- professionally landscaped this wonderful home is looking for a new family. From the private front foyer to the open kitchen/great room - vaulted to the 2nd story and fabulous views this home has it all. Upgraded walnut flooring, maple cupboards, walk-thru pantry, main floor den. Upstairs the bonus room is at the rear of the home where you can enjoy more of the great views. The master bedroom is spacious with a 5 pce ensuite bath- including jetted tub and separate shower plus separate vanities/sinks. The walkout lower level has a family room with river rock fireplace, plus 4 pce bath and 4th bedroom. The double garage is a good size. Your buyers will not be disappointed. This is a Court Ordered Sale and requires unconditional Offers only.",SINGLE_FAMILY,51.156666,2160.0,-114.128334,579000,2003.0
130 Sovereign Cmn #W,T3C1K2,3.0,2.0,2022-11-30,"Crown Park's open-concept, two and three-bedroom City Townhomes are filled with natural light and capture parkside views from spacious main level balconies. Contemporary styling with urban angles, these unique back-to-back designs maximize livable space above one or two-car garages.",TOWNHOUSE,51.0432,1436.0,-114.1204,565051,2022.0
48 SW Scimitar Cir NW,T3L2C8,4.0,3.0,2022-09-13,"PRICE REDUCTION ALERT! Don't miss out on this move-in-ready property What an amazing view & location!!! Corner lot stand-alone home, with a 2-car garage and driveway, and spectacular panoramic views of downtown, the mountains, and the Canada Olympic Park (COP). Imagine your maintenance-free home living. This fully landscaped former showhome features 3 bedrooms + den and 3.5 bathrooms, with a double ceiling entrance, and an open concept kitchen. The spacious master bedroom features a large window framing the Calgary downtown view,  a spa bathroom, and a walk-in closet. The home also features a second large bedroom with an ensuite bathroom with a skylight, and a private 3rd bedroom with an adjacent full bathroom and living room in the fully-developed walkout basement. The main floor has ample seating and entertaining areas, with the double-ceiling dining area, the main living area, the kitchen island and nook, and the downtown overlooking balcony. The home also has ample storage space and closets for comfortable living. The East-West facing home is well lit throughout the day and year, has a beautiful balcony for long summer days, and 2 gas-lit fireplaces for cold winter nights. The home is also a walking distance to playgrounds, schools, hockey arena, and shopping plazas. It is also a short-drive away to the Crowfoot LRT station. Amazing lifestyle freeing you up to enjoy your life! This stunning property can either be your next Airbnb investment, or your forever home. With the option of having ALL FURNISHINGS INCLUDED OR WITHOUT, you have nothing to worry about except packing your suitcase.",SINGLE_FAMILY,51.10633,1539.0,-114.21484,525000,1997.0
234 Sovereign Cmn #W,T3C1K2,3.0,3.0,2022-11-30,"With skyline views and unique layouts, many homes feature rooftop and walk-out patios to maximize outdoor living space. The modern design of Crown Park's two and three-bedroom Urban Rowhomes announce three-level living with one or two-car garages. Flexibility is built-in with adaptable spaces for gym, office, hobby room, or an additional bedroom on select walk-out units.",TOWNHOUSE,51.0432,2116.0,-114.1204,859000,2022.0
135 Sovereign Cmn #W,T3C1K2,2.0,3.0,2022-11-30,The flow of a bungalow in a two or three-bedroom townhome brings new thinking to single-level living. Light-filled rooms spill onto patios and balconies with park or city views putting the outdoors at the heart of the home. And there's the added luxury of a double attached garage with additional storage on the lower level.,TOWNHOUSE,51.0432,1341.0,-114.1204,652897,2022.0
338 S Somerside Park SW,T2Y3G6,4.0,3.0,2022-11-30,"This is a terrific starter home ideally located in the heart of Somerset.  Somerside Park is a quiet pocket in Somerset that at once, offers the incredible convenience of the area.  You are located close to a diverse spectrum of commercial amenities ;   Shopping and dining, major traffic routes and public transportation. The property itself features an inviting front entrance that leads into a main floor living area with some built-ins.  Adjacent to this area is a practically designed kitchen and a generous dining area.   This area offers access the backyard and a generous deck.  This floor also features a 2 peiece bathroom, a  mudroom space off of the garage and a main floor laundry area . Upstairs you have 3 bedrooms and two bathrooms.  The primary bedroom is spacious, with a walk- in closet and 3 piece ensuite bathroom.  In the lower level/ basement you have a cozy family room ideal for curling up on those cold winter evenings and settling down for a movie. Originally a show-home this property has some unique features that were included by the builder.  You may wish to do some upgrades, but most of the big ticket items like the roof, portions of the siding, garage door, furnace and hot water tank were just recently done.  This home says, 'Welcome Home'!",SINGLE_FAMILY,50.904716,,-114.09585,479900,1996.0
333 S Garry Cres NE #225,T2K5W9,1.0,1.0,2022-12-20,"Come and see this second floor unit with lots of space. The primary bedroom has a walk-in closet and a 4pc bath, Stainless steel appliances , secure underground parking, This unit has a large balcony. Easy access to transit and downtown, this unit is perfect for young professionals, retirees looking to scale down, first-time buyers, and investors.",APARTMENT,51.0964,,-114.057144,142000,1980.0
131 Sovereign Cmn #W,T3C1K2,2.0,3.0,2022-11-30,The flow of a bungalow in a two or three-bedroom townhome brings new thinking to single-level living. Light-filled rooms spill onto patios and balconies with park or city views putting the outdoors at the heart of the home. And there's the added luxury of a double attached garage with additional storage on the lower level.,TOWNHOUSE,51.0432,1584.0,-114.1204,721897,2022.0
4111 NE 162nd Ave SW,T2Y0N7,6.0,5.0,2022-05-03,"INVESTMENT/DEVELOPMENT 18.95 ACRES Located in the transit station planning area of Calgary's upcoming community of Providence. Transitway design examples would be Commercial/Multifamily 4 level development. Plus while waiting for final development, Enjoy living in a Truly Magnificent 12000 square ft Executive family home. Or for temporary land use and cash flow / executive rental for home and hockey arena. See feature brochure, Providence Area Structure Plan , Aerial Photos and Virtual tour Attached.",SINGLE_FAMILY,50.90653,9031.0,-114.14473,8000000,2011.0
125 Sovereign Cmn #W,T3C1K2,2.0,3.0,2022-11-30,The flow of a bungalow in a two or three-bedroom townhome brings new thinking to single-level living. Light-filled rooms spill onto patios and balconies with park or city views putting the outdoors at the heart of the home. And there's the added luxury of a double attached garage with additional storage on the lower level.,TOWNHOUSE,51.0432,1584.0,-114.1204,725019,2022.0
